date,home_team,away_team,tournament,city,country,neutral,year,month,day,result,home_points,away_points,home_capital,away_capital,home_comb,away_comb,stadium_comb,home_lat,home_lon,away_lat,away_lon,stadium_lat,stadium_lon,home_stadium_distance_km,away_stadium_distance_km,home_fix_1,home_fix_2,home_shots_1,home_shots_2,home_shots_against_1,home_shots_against_2,home_scored_1,home_scored_2,home_conceded_1,home_conceded_2,home_relative_shots_1,home_relative_shots_2,home_relative_goals_1,home_relative_goals_2,away_fix_1,away_fix_2,away_shots_1,away_shots_2,away_shots_against_1,away_shots_against_2,away_scored_1,away_scored_2,away_conceded_1,away_conceded_2,away_relative_shots_1,away_relative_shots_2,away_relative_goals_1,away_relative_goals_2,home_ranking,away_ranking,home_temperature_max,home_temperature_min,home_precipitation,home_wind_speed,away_temperature_max,away_temperature_min,away_precipitation,away_wind_speed,stadium_temperature_max,stadium_temperature_min,stadium_precipitation,stadium_wind_speed,home_stadium_temp_max,home_stadium_temp_min,home_stadium_temp_avg,away_stadium_temp_max,away_stadium_temp_min,away_stadium_temp_avg
2002-06-12,Nigeria,England,FWC,Osaka,Japan,True,2002,6,12,0,644.0,694.0,Abuja,London,"Abuja, Nigeria","London, England","Osaka, Japan",9.0643305,7.4892974,51.5074456,-0.1277653,34.6937569,135.5014539,12701.393417289619,9499.340538637542,7.145,7.0,17,10,14,15,1,0,2,1,0.5484,0.4,0.3333,0.0,7.364,7.082,11,10,11,15,1,1,0,1,0.5,0.4,1.0,0.5,26,4,29.9,21.7,20.9,11.6,17.5,11.3,3.6,17.9,28.1,20.6,1.4,11.8,1.7999999999999972,1.0999999999999979,1.4499999999999975,10.600000000000001,9.3,9.950000000000001
2002-06-13,Costa Rica,Brazil,FWC,Suwon,South Korea,True,2002,6,13,2,643.0,784.0,San José,Brasília,"San José, Costa Rica","Brasília, Brazil","Suwon, South Korea",9.9327707,-84.0796144,-15.7939869,-47.8828,37.2633325,127.0287472,13846.46720169758,17575.807429861125,6.936,7.491,11,14,11,10,1,2,1,0,0.5,0.5833,0.5,1.0,7.555,7.445,13,22,5,6,4,2,0,1,0.7222,0.7857,1.0,0.6667,51,5,25.0,17.4,9.0,7.5,26.7,14.2,0.0,13.5,21.2,15.7,0.0,15.7,3.8000000000000007,1.6999999999999993,2.75,5.5,1.5,3.5
2002-06-13,Turkey,China,FWC,Seoul,South Korea,True,2002,6,13,1,654.0,566.0,Ankara,Beijing,"Ankara, Turkey","Beijing, China","Seoul, South Korea",39.9207759,32.8540497,39.9057136,116.3912972,37.5666791,126.9782914,7746.240606329473,953.7229851265065,7.082,6.927,11,6,11,22,1,1,1,2,0.5,0.2143,0.5,0.3333,6.482,6.755,5,10,13,14,0,0,4,2,0.2778,0.4167,0.0,0.0,27,91,23.9,12.5,0.0,13.4,30.9,14.5,0.0,14.7,21.9,16.4,0.3,15.6,2.0,3.8999999999999986,2.9499999999999993,9.0,1.8999999999999986,5.449999999999999
2002-06-13,Ecuador,Croatia,FWC,Yokohama,Japan,True,2002,6,13,1,624.0,655.0,Quito,Zagreb,"Quito, Ecuador","Zagreb, Croatia","Yokohama, Japan",-0.2201641,-78.5123274,45.8130967,15.9772795,35.4503381,139.6343802,14455.991149296407,9361.583226485036,6.6,6.891,7,11,13,21,1,0,2,2,0.35,0.3438,0.3333,0.0,7.236,6.927,10,8,14,8,2,0,1,1,0.4167,0.5,0.6667,0.0,25,13,16.0,6.5,3.6,8.7,25.9,13.2,0.0,10.9,21.0,17.9,17.9,18.9,5.0,11.399999999999999,8.2,4.899999999999999,4.699999999999999,4.799999999999999
2002-06-13,Mexico,Italy,FWC,Ōita,Japan,True,2002,6,13,0,716.0,717.0,Mexico City,Rome,"Mexico City, Mexico","Rome, Italy","Ōita, Japan",19.3207722,-99.1514678,41.8933203,12.4829321,33.1819875,131.4270217,12085.873549289674,9599.842114638152,7.473,7.309,13,8,7,8,2,1,1,0,0.65,0.5,0.6667,1.0,6.845,7.564,14,21,10,11,1,2,2,0,0.5833,0.6562,0.3333,1.0,10,15,21.8,12.2,1.2,4.7,28.1,15.3,0.0,13.2,30.4,18.5,0.8,5.4,8.599999999999998,6.300000000000001,7.449999999999999,2.299999999999997,3.1999999999999993,2.7499999999999982
2002-06-14,South Korea,Portugal,FWC,Incheon,South Korea,False,2002,6,14,1,603.0,726.0,Seoul,Lisbon,"Seoul, South Korea","Lisbon, Portugal","Incheon, South Korea",37.5666791,126.9782914,38.7077507,-9.1365919,37.456,126.7052,27.049456628352527,10416.215393393559,7.073,7.291,16,16,4,9,1,2,1,0,0.8,0.64,0.5,1.0,7.6,6.945,14,14,17,10,4,2,0,3,0.4516,0.5833,1.0,0.4,32,7,22.6,14.1,0.3,15.3,23.8,16.9,0.0,25.0,20.9,15.5,0.0,16.9,1.7000000000000028,1.4000000000000004,1.5500000000000016,2.900000000000002,1.3999999999999986,2.1500000000000004
2002-06-14,Belgium,Russia,FWC,Fukuroi,Japan,True,2002,6,14,1,653.0,644.0,Brussels,Moscow,"Brussels, Belgium","Moscow, Russia","Fukuroi, Japan",50.8467372,4.352493,55.625578,37.6063916,34.7501492,137.9246962,9469.001002909637,7473.337213303057,7.245,6.955,13,16,10,9,1,2,1,2,0.5652,0.64,0.5,0.5,6.855,7.645,11,19,9,10,0,2,1,0,0.55,0.6552,0.0,1.0,8,35,24.9,14.4,0.1,18.8,21.7,11.7,5.6,27.2,25.0,18.6,3.8,13.4,0.10000000000000142,4.200000000000001,2.1500000000000012,3.3000000000000007,6.900000000000002,5.100000000000001
2002-06-14,Japan,Tunisia,FWC,Osaka,Japan,False,2002,6,14,1,634.0,635.0,Tokyo,Tunis,"Tokyo, Japan","Tunis, Tunisia","Osaka, Japan",35.6768601,139.7638947,36.8002068,10.1857757,34.6937569,135.5014539,402.45482014681625,10260.07990182446,7.264,7.073,9,9,11,16,1,2,0,2,0.45,0.36,1.0,0.5,6.936,6.845,10,10,13,19,1,0,1,2,0.4348,0.3448,0.5,0.0,17,57,23.5,17.9,0.0,22.1,28.5,15.0,0.0,14.6,28.7,20.5,2.0,16.6,5.199999999999999,2.6000000000000014,3.9000000000000004,0.1999999999999993,5.5,2.8499999999999996
2002-06-15,Denmark,England,FWC,Niigata,Japan,True,2002,6,15,2,657.0,694.0,Copenhagen,London,"Copenhagen, Denmark","London, England","Niigata, Japan",55.6867243,12.5700724,51.5074456,-0.1277653,37.6452283,138.7669125,8457.679646936025,9326.501532618717,7.236,6.955,4,5,12,12,2,1,0,1,0.25,0.2941,1.0,0.5,7.336,7.364,24,11,12,11,0,1,0,0,0.6667,0.5,0.5,1.0,21,4,18.6,11.6,8.9,26.0,18.8,13.2,0.0,23.4,23.7,18.2,1.9,12.0,5.099999999999998,6.6,5.849999999999999,4.899999999999999,5.0,4.949999999999999
2002-06-15,Germany,Paraguay,FWC,Seogwipo,South Korea,True,2002,6,15,1,695.0,671.0,Berlin,Asunción,"Berlin, Germany","Asunción, Paraguay","Seogwipo, South Korea",52.5173885,13.3951309,-25.2800459,-57.6343814,33.252845,126.5610278,8496.660101393192,19039.88216902973,7.164,7.2,12,13,12,9,2,1,0,1,0.5,0.5909,1.0,0.5,6.991,6.664,15,12,12,14,3,1,1,3,0.5556,0.4615,0.75,0.25,12,34,26.7,11.8,8.5,17.2,17.0,8.2,0.0,12.6,27.1,19.2,0.0,11.5,0.40000000000000213,7.399999999999999,3.9000000000000004,10.100000000000001,11.0,10.55
2002-06-16,Spain,Republic of Ireland,FWC,Suwon,South Korea,True,2002,6,16,0,713.0,674.0,Madrid,Dublin,"Madrid, Spain","Dublin, Republic of Ireland","Suwon, South Korea",40.416782,-3.703507,53.3493795,-6.2605593,37.2633325,127.0287472,10025.54036829218,8983.663888589803,7.245,7.291,13,14,5,12,3,3,2,1,0.7222,0.5385,0.6,0.75,7.418,6.764,8,9,8,13,3,1,0,1,0.5,0.4091,1.0,0.5,1,55,35.8,19.2,0.0,10.0,16.6,13.9,0.2,36.0,25.0,15.3,0.0,9.9,10.799999999999997,3.8999999999999986,7.349999999999998,8.399999999999999,1.4000000000000004,4.8999999999999995
2002-06-16,Sweden,Senegal,FWC,Ōita,Japan,True,2002,6,16,2,665.0,599.0,Stockholm,Dakar,"Stockholm, Sweden","Dakar, Senegal","Ōita, Japan",59.3251172,18.0710935,14.693425,-17.447938,33.1819875,131.4270217,8056.67095927676,13749.885382168595,7.027,7.318,8,14,16,17,1,2,1,1,0.3333,0.4516,0.5,0.6667,7.2,7.182,7,12,18,5,3,1,3,1,0.28,0.7059,0.5,0.5,37,18,18.8,13.6,13.9,14.9,26.5,22.1,0.0,20.6,28.9,18.8,0.0,10.4,10.099999999999998,5.200000000000001,7.6499999999999995,2.3999999999999986,3.3000000000000007,2.8499999999999996
2002-06-17,Brazil,Belgium,FWC,Kobe,Japan,True,2002,6,17,1,784.0,653.0,Brasília,Brussels,"Brasília, Brazil","Brussels, Belgium","Kobe, Japan",-15.7939869,-47.8828,50.8467372,4.352493,34.6932379,135.1943764,17891.262127527993,9357.382046705112,7.782,7.555,15,13,21,5,5,4,2,0,0.4167,0.7222,0.7143,1.0,7.264,7.245,20,13,11,10,3,1,2,1,0.6452,0.5652,0.6,0.5,5,8,24.6,13.7,0.0,18.6,31.0,16.6,0.0,12.1,25.6,21.4,0.5,12.5,1.0,7.699999999999999,4.35,5.399999999999999,4.799999999999997,5.099999999999998
2002-06-18,Japan,Turkey,FWC,Rifu,Japan,False,2002,6,18,2,634.0,654.0,Tokyo,Ankara,"Tokyo, Japan","Ankara, Turkey","Rifu, Japan",35.6768601,139.7638947,39.9207759,32.8540497,38.3301406,140.9753442,314.02312050114773,8653.913332170081,7.164,7.264,12,9,6,11,2,1,0,0,0.6667,0.45,1.0,1.0,7.636,7.082,16,11,6,11,3,1,0,1,0.7273,0.5,1.0,0.5,17,27,21.1,18.3,46.9,20.6,23.9,14.2,0.0,21.9,18.2,16.1,24.9,20.2,2.900000000000002,2.1999999999999993,2.5500000000000007,5.699999999999999,1.9000000000000021,3.8000000000000007
2002-06-18,South Korea,Italy,FWC,Daejeon,South Korea,False,2002,6,18,1,603.0,717.0,Seoul,Rome,"Seoul, South Korea","Rome, Italy","Daejeon, South Korea",37.5666791,126.9782914,41.8933203,12.4829321,36.3497007,127.3849016,140.06117770155126,9091.208745799502,7.282,7.073,11,16,7,4,1,1,0,1,0.6111,0.8,1.0,0.5,7.109,6.845,13,14,10,10,1,1,1,2,0.5652,0.5833,0.5,0.3333,32,15,26.9,16.4,0.0,13.6,32.8,18.7,0.0,13.9,28.8,17.8,0.0,11.6,1.9000000000000021,1.4000000000000021,1.6500000000000021,3.9999999999999964,0.8999999999999986,2.4499999999999975
2002-06-21,England,Brazil,FWC,Fukuroi,Japan,True,2002,6,21,2,694.0,784.0,London,Brasília,"London, England","Brasília, Brazil","Fukuroi, Japan",51.5074456,-0.1277653,-15.7939869,-47.8828,34.7501492,137.9246962,9588.204580107213,17829.067265695674,7.336,7.336,9,24,11,12,3,0,0,0,0.45,0.6667,1.0,0.5,7.291,7.782,14,15,16,21,2,5,0,2,0.4667,0.4167,1.0,0.7143,4,5,19.9,11.2,0.5,19.7,24.8,14.1,0.0,14.5,27.9,19.0,0.0,25.6,8.0,7.800000000000001,7.9,3.099999999999998,4.9,3.999999999999999
2002-06-22,South Korea,Spain,FWC,Gwangju,South Korea,False,2002,6,22,0,603.0,713.0,Seoul,Madrid,"Seoul, South Korea","Madrid, Spain","Gwangju, South Korea",37.5666791,126.9782914,40.416782,-3.703507,35.1558147,126.8306362,268.40161991337817,10206.522577265594,7.255,7.282,12,11,16,7,2,1,1,0,0.4286,0.6111,0.6667,1.0,7.436,7.245,10,13,19,5,4,3,3,2,0.3448,0.7222,0.5714,0.6,32,1,27.5,18.1,0.0,16.6,36.2,19.5,0.0,10.6,29.6,17.5,2.3,10.1,2.1000000000000014,0.6000000000000014,1.3500000000000014,6.600000000000001,2.0,4.300000000000001
2002-06-22,Senegal,Turkey,FWC,Osaka,Japan,True,2002,6,22,2,599.0,654.0,Dakar,Ankara,"Dakar, Senegal","Ankara, Turkey","Osaka, Japan",14.693425,-17.447938,39.9207759,32.8540497,34.6937569,135.5014539,13824.7259528647,8547.301334735253,7.464,7.2,26,7,12,18,2,3,1,3,0.6842,0.28,0.6667,0.5,7.345,7.636,9,16,8,6,1,3,0,0,0.5294,0.7273,1.0,1.0,18,27,28.2,24.5,0.0,14.3,28.9,12.0,0.0,16.1,25.5,17.8,0.0,19.4,2.6999999999999993,6.699999999999999,4.699999999999999,3.3999999999999986,5.800000000000001,4.6
2002-06-25,South Korea,Germany,FWC,Seoul,South Korea,False,2002,6,25,2,603.0,695.0,Seoul,Berlin,"Seoul, South Korea","Berlin, Germany","Seoul, South Korea",37.5666791,126.9782914,52.5173885,13.3951309,37.5666791,126.9782914,0.0,8127.477615170706,7.155,7.255,6,12,15,16,5,2,3,1,0.2857,0.4286,0.625,0.6667,7.355,7.473,12,21,14,8,1,1,0,0,0.4615,0.7241,1.0,1.0,32,12,23.5,14.9,0.0,16.7,19.6,10.6,0.0,17.4,23.5,14.9,0.0,16.7,0.0,0.0,0.0,3.8999999999999986,4.300000000000001,4.1
2002-06-26,Brazil,Turkey,FWC,Saitama,Japan,True,2002,6,26,1,784.0,654.0,Brasília,Ankara,"Brasília, Brazil","Ankara, Turkey","Saitama, Japan",-15.7939869,-47.8828,39.9207759,32.8540497,35.9754168,139.4160114,17657.247161810556,8724.325401885908,7.045,7.291,19,14,9,16,2,2,1,0,0.6786,0.4667,0.6667,1.0,7.245,7.345,8,9,8,8,1,1,0,0,0.5,0.5294,1.0,1.0,5,27,25.2,14.2,0.0,15.2,31.3,18.3,0.5,19.8,16.3,15.2,2.4,8.3,8.899999999999999,1.0,4.949999999999999,15.0,3.1000000000000014,9.05
2002-06-29,South Korea,Turkey,FWC,Daegu,South Korea,False,2002,6,29,2,603.0,654.0,Seoul,Ankara,"Seoul, South Korea","Ankara, Turkey","Daegu, South Korea",37.5666791,126.9782914,39.9207759,32.8540497,35.8713,128.6018,237.64254065298755,7974.027028137077,6.845,7.155,8,6,19,15,0,5,1,3,0.2963,0.2857,0.0,0.625,7.273,7.245,7,8,18,8,0,1,1,0,0.28,0.5,0.0,1.0,32,27,29.9,15.9,0.0,8.4,30.2,14.3,0.0,11.7,28.4,14.1,0.1,12.2,1.5,1.8000000000000007,1.6500000000000004,1.8000000000000007,0.20000000000000107,1.0000000000000009
2002-06-30,Germany,Brazil,FWC,Yokohama,Japan,True,2002,6,30,2,695.0,784.0,Berlin,Brasília,"Berlin, Germany","Brasília, Brazil","Yokohama, Japan",52.5173885,13.3951309,-15.7939869,-47.8828,35.4503381,139.6343802,8937.250704238611,17705.187605412848,7.618,7.355,19,12,8,14,1,1,0,0,0.7037,0.4615,1.0,1.0,7.382,7.045,18,19,7,9,1,2,0,1,0.72,0.6786,1.0,0.6667,12,5,17.8,11.4,1.3,18.3,25.0,14.5,0.0,16.1,25.0,19.5,13.0,23.5,7.199999999999999,8.1,7.6499999999999995,0.0,5.0,2.5
2004-06-12,Portugal,Greece,EURO,Porto,Portugal,False,2004,6,12,2,661.0,627.0,Lisbon,Athens,"Lisbon, Portugal","Athens, Greece","Porto, Portugal",38.7077507,-9.1365919,37.9755648,23.7348324,41.1502195,-8.6103497,275.27032351547194,2778.9533810479134,6.573,7.6,7,14,11,17,0,4,1,0,0.3889,0.4516,0.0,1.0,6.918,6.636,13,12,22,13,0,0,2,4,0.3714,0.48,0.0,0.0,7,46,28.3,17.5,0.0,21.5,31.0,19.5,0.0,13.4,29.0,17.6,0.0,13.7,0.6999999999999993,0.10000000000000142,0.40000000000000036,2.0,1.8999999999999986,1.9499999999999993
2004-06-12,Spain,Russia,EURO,Faro,Portugal,True,2004,6,12,1,785.0,645.0,Madrid,Moscow,"Madrid, Spain","Moscow, Russia","Faro, Portugal",40.416782,-3.703507,55.625578,37.6063916,37.0162944,-7.935182,526.9003144712239,3963.473553112106,7.4,7.436,15,10,6,19,3,4,5,3,0.7143,0.3448,0.375,0.5714,6.773,6.855,11,11,20,9,2,0,3,1,0.3548,0.55,0.4,0.0,1,35,31.3,17.4,0.7,10.1,18.3,7.7,0.0,20.6,26.3,21.3,0.0,17.3,5.0,3.900000000000002,4.450000000000001,8.0,13.600000000000001,10.8
2004-06-13,Switzerland,Croatia,EURO,Leiria,Portugal,True,2004,6,13,0,576.0,662.0,Bern,Zagreb,"Bern, Switzerland","Zagreb, Croatia","Leiria, Portugal",46.9484742,7.4521749,45.8130967,15.9772795,39.7437902,-8.8071119,1535.118562018523,2122.2252350825893,6.782,6.655,8,8,18,21,0,0,1,2,0.3077,0.2759,0.0,0.0,6.945,7.236,11,10,11,14,0,2,1,1,0.5,0.4167,0.0,0.6667,14,13,14.2,7.8,14.6,10.5,17.8,14.1,12.0,14.8,29.4,16.2,0.0,17.4,15.2,8.399999999999999,11.799999999999999,11.599999999999998,2.0999999999999996,6.849999999999999
2004-06-13,France,England,EURO,Lisbon,Portugal,True,2004,6,13,1,812.0,711.0,Paris,London,"Paris, France","London, England","Lisbon, Portugal",48.8534951,2.3483915,51.5074456,-0.1277653,38.7077507,-9.1365919,1453.6738896087943,1586.3856662392823,6.855,7.164,12,14,4,10,0,0,2,0,0.75,0.5833,0.0,0.5,6.955,7.336,9,9,19,11,1,3,2,0,0.3214,0.45,0.3333,1.0,3,4,20.0,11.2,0.0,19.5,21.9,10.1,0.0,12.5,28.7,17.8,0.0,19.7,8.7,6.600000000000001,7.65,6.800000000000001,7.700000000000001,7.250000000000001
2004-06-14,Sweden,Bulgaria,EURO,Lisbon,Portugal,True,2004,6,14,1,667.0,609.0,Stockholm,Sofia,"Stockholm, Sweden","Sofia, Bulgaria","Lisbon, Portugal",59.3251172,18.0710935,42.6977028,23.3217359,38.7077507,-9.1365919,2989.637600262615,2754.497447543473,7.082,7.027,12,8,26,16,1,1,2,1,0.3158,0.3333,0.3333,0.5,6.555,7.136,14,19,15,19,1,0,6,1,0.4828,0.5,0.1429,0.0,37,85,18.4,12.7,1.3,21.0,22.0,15.6,2.9,9.2,33.1,21.7,0.0,22.5,14.700000000000003,9.0,11.850000000000001,11.100000000000001,6.1,8.600000000000001
2004-06-14,Denmark,Italy,EURO,Guimarães,Portugal,True,2004,6,14,0,696.0,723.0,Copenhagen,Rome,"Copenhagen, Denmark","Rome, Italy","Guimarães, Portugal",55.6867243,12.5700724,41.8933203,12.4829321,41.4417677,-8.2955712,2189.2439935830357,1722.4600888443238,6.69,7.236,11,4,9,12,0,2,3,0,0.55,0.25,0.0,1.0,7.118,7.109,16,13,12,10,1,1,2,1,0.5714,0.5652,0.3333,0.5,21,15,19.3,12.4,0.2,38.5,24.1,16.2,3.9,14.0,29.9,17.4,0.0,23.1,10.599999999999998,4.999999999999998,7.799999999999998,5.799999999999997,1.1999999999999993,3.4999999999999982
2004-06-15,Germany,Netherlands,EURO,Porto,Portugal,True,2004,6,15,0,726.0,733.0,Berlin,Amsterdam,"Berlin, Germany","Amsterdam, Netherlands","Porto, Portugal",52.5173885,13.3951309,52.3730796,4.8924534,41.1502195,-8.6103497,2083.4619332180127,1611.7456184095452,6.927,7.618,17,19,12,8,0,1,2,0,0.5862,0.7037,0.0,1.0,7.491,7.809,27,24,4,6,1,6,3,1,0.871,0.8,0.25,0.8571,12,9,22.8,14.8,0.4,30.5,19.1,13.7,0.0,24.2,29.2,18.4,0.0,26.0,6.399999999999999,3.599999999999998,4.999999999999998,10.099999999999998,4.699999999999999,7.399999999999999
2004-06-16,Portugal,Russia,EURO,Lisbon,Portugal,False,2004,6,16,1,661.0,645.0,Lisbon,Moscow,"Lisbon, Portugal","Moscow, Russia","Lisbon, Portugal",38.7077507,-9.1365919,55.625578,37.6063916,38.7077507,-9.1365919,0.0,3903.9400153476327,6.782,6.573,11,7,8,11,1,0,2,1,0.5789,0.3889,0.3333,0.0,6.7,6.773,4,11,16,20,0,2,1,3,0.2,0.3548,0.0,0.4,7,35,27.4,18.6,0.0,16.8,17.2,10.3,9.4,17.6,27.4,18.6,0.0,16.8,0.0,0.0,0.0,10.2,8.3,9.25
2004-06-16,Greece,Spain,EURO,Porto,Portugal,True,2004,6,16,0,627.0,785.0,Athens,Madrid,"Athens, Greece","Madrid, Spain","Porto, Portugal",37.9755648,23.7348324,40.416782,-3.703507,41.1502195,-8.6103497,2778.9533810479134,421.04219759198975,6.9,6.918,8,13,11,22,2,0,1,2,0.4211,0.3714,0.6667,0.0,7.273,7.4,16,15,4,6,1,3,0,5,0.8,0.7143,1.0,0.375,46,1,32.4,20.6,0.0,14.8,28.5,13.8,0.0,12.2,30.5,19.0,0.0,20.2,1.8999999999999986,1.6000000000000014,1.75,2.0,5.199999999999999,3.5999999999999996
2004-06-17,Croatia,France,EURO,Leiria,Portugal,True,2004,6,17,0,662.0,812.0,Zagreb,Paris,"Zagreb, Croatia","Paris, France","Leiria, Portugal",45.8130967,15.9772795,48.8534951,2.3483915,39.7437902,-8.8071119,2122.2252350825893,1344.1050224255148,7.155,6.945,18,11,9,11,0,0,0,1,0.6667,0.5,0.5,0.0,7.127,6.855,21,12,7,4,2,0,1,2,0.75,0.75,0.6667,0.0,13,3,22.4,13.5,0.5,8.9,25.5,12.2,0.0,25.1,29.5,15.4,0.0,21.1,7.100000000000001,1.9000000000000004,4.500000000000001,4.0,3.200000000000001,3.6000000000000005
2004-06-17,England,Switzerland,EURO,Coimbra,Portugal,True,2004,6,17,1,711.0,576.0,London,Bern,"London, England","Bern, Switzerland","Coimbra, Portugal",51.5074456,-0.1277653,46.9484742,7.4521749,40.2111931,-8.4294632,1408.9170922492428,1478.442850335245,6.873,6.955,7,9,21,19,1,1,2,2,0.25,0.3214,0.3333,0.3333,6.927,6.782,9,8,18,18,0,0,0,1,0.3333,0.3077,0.5,0.0,4,14,18.8,13.8,0.0,25.6,20.5,10.7,0.0,10.6,32.3,19.2,0.0,20.9,13.499999999999996,5.399999999999999,9.449999999999998,11.799999999999997,8.5,10.149999999999999
2004-06-18,Bulgaria,Denmark,EURO,Braga,Portugal,True,2004,6,18,2,609.0,696.0,Sofia,Copenhagen,"Sofia, Bulgaria","Copenhagen, Denmark","Braga, Portugal",42.6977028,23.3217359,55.6867243,12.5700724,41.5510583,-8.4280045,2606.13761495519,2186.10329502741,6.455,6.555,13,14,14,15,0,1,5,6,0.4815,0.4828,0.0,0.1429,7.191,6.69,15,11,12,9,0,0,0,3,0.5556,0.55,0.5,0.0,85,21,21.4,14.5,9.7,10.4,16.3,10.7,3.1,15.8,25.5,14.5,0.0,17.6,4.100000000000001,0.0,2.0500000000000007,9.2,3.8000000000000007,6.5
2004-06-18,Italy,Sweden,EURO,Porto,Portugal,True,2004,6,18,0,723.0,667.0,Rome,Stockholm,"Rome, Italy","Stockholm, Sweden","Porto, Portugal",41.8933203,12.4829321,59.3251172,18.0710935,41.1502195,-8.6103497,1753.5781177950487,2735.894403185934,7.309,7.118,12,16,15,12,0,1,0,2,0.4444,0.5714,0.5,0.3333,7.555,7.082,14,12,13,26,5,1,0,2,0.5185,0.3158,1.0,0.3333,15,37,28.1,16.0,0.0,16.0,14.4,9.2,0.0,8.4,23.5,15.6,0.0,18.8,4.600000000000001,0.40000000000000036,2.500000000000001,9.1,6.4,7.75
2004-06-19,Netherlands,Czech Republic,EURO,Aveiro,Portugal,True,2004,6,19,2,733.0,719.0,Amsterdam,Prague,"Amsterdam, Netherlands","Prague, Czech Republic","Aveiro, Portugal",52.3730796,4.8924534,50.0874654,14.4212535,40.640496,-8.6537841,1660.6723151267524,2073.8812315614446,6.936,7.491,9,27,15,4,1,1,1,3,0.375,0.871,0.5,0.25,6.982,7.445,26,10,5,13,2,2,1,0,0.8387,0.4348,0.6667,1.0,9,48,14.0,10.0,1.4,22.3,19.2,13.6,2.5,16.7,21.5,16.2,0.0,27.8,7.5,6.199999999999999,6.85,2.3000000000000007,2.5999999999999996,2.45
2004-06-20,Portugal,Spain,EURO,Lisbon,Portugal,False,2004,6,20,1,661.0,785.0,Lisbon,Madrid,"Lisbon, Portugal","Madrid, Spain","Lisbon, Portugal",38.7077507,-9.1365919,40.416782,-3.703507,38.7077507,-9.1365919,0.0,502.9083215654311,7.227,6.782,12,11,7,8,2,1,0,2,0.6316,0.5789,1.0,0.3333,6.882,7.273,10,16,7,4,1,1,1,0,0.5882,0.8,0.5,1.0,7,1,22.2,17.2,0.0,20.6,24.5,14.9,0.0,13.0,22.2,17.2,0.0,20.6,0.0,0.0,0.0,2.3000000000000007,2.299999999999999,2.3
2004-06-20,Russia,Greece,EURO,Faro,Portugal,True,2004,6,20,1,645.0,627.0,Moscow,Athens,"Moscow, Russia","Athens, Greece","Faro, Portugal",55.625578,37.6063916,37.9755648,23.7348324,37.0162944,-7.935182,3963.473553112106,2782.5193638463647,6.318,6.7,7,4,12,16,0,0,2,1,0.3684,0.2,0.0,0.0,6.736,6.9,7,8,10,11,1,2,1,1,0.4118,0.4211,0.5,0.6667,35,46,20.9,11.8,0.3,10.1,29.5,21.0,0.0,15.8,23.9,17.0,0.0,35.9,3.0,5.199999999999999,4.1,5.600000000000001,4.0,4.800000000000001
2004-06-21,Croatia,England,EURO,Lisbon,Portugal,True,2004,6,21,2,662.0,711.0,Zagreb,London,"Zagreb, Croatia","London, England","Lisbon, Portugal",45.8130967,15.9772795,51.5074456,-0.1277653,38.7077507,-9.1365919,2201.23742551544,1586.3856662392823,6.709,7.155,8,18,14,9,2,0,2,0,0.3636,0.6667,0.5,0.5,7.373,6.873,8,7,10,21,3,1,0,2,0.4444,0.25,1.0,0.3333,13,4,22.1,14.5,10.3,8.8,17.8,7.6,0.0,10.5,23.4,18.0,0.2,16.0,1.2999999999999972,3.5,2.3999999999999986,5.599999999999998,10.4,7.999999999999999
2004-06-21,Switzerland,France,EURO,Coimbra,Portugal,True,2004,6,21,2,576.0,812.0,Bern,Paris,"Bern, Switzerland","Paris, France","Coimbra, Portugal",46.9484742,7.4521749,48.8534951,2.3483915,40.2111931,-8.4294632,1478.442850335245,1283.304141325696,6.518,6.927,10,9,8,18,0,0,3,0,0.5556,0.3333,0.0,0.5,6.945,7.127,14,21,8,7,2,2,2,1,0.6364,0.75,0.5,0.6667,14,3,16.3,6.5,0.1,9.3,19.6,9.8,0.3,18.7,24.0,14.6,2.4,16.3,7.699999999999999,8.1,7.8999999999999995,4.399999999999999,4.799999999999999,4.599999999999999
2004-06-22,Italy,Bulgaria,EURO,Guimarães,Portugal,True,2004,6,22,1,723.0,609.0,Rome,Sofia,"Rome, Italy","Sofia, Bulgaria","Guimarães, Portugal",41.8933203,12.4829321,42.6977028,23.3217359,41.4417677,-8.2955712,1722.4600888443238,2598.2802218610864,7.2,7.309,19,12,5,15,1,0,1,0,0.7917,0.4444,0.5,0.5,6.709,6.455,6,13,13,14,0,0,2,5,0.3158,0.4815,0.0,0.0,15,85,25.7,14.9,0.0,13.0,22.5,16.2,2.2,10.9,22.4,14.7,10.2,22.9,3.3000000000000007,0.20000000000000107,1.7500000000000009,0.10000000000000142,1.5,0.8000000000000007
2004-06-22,Denmark,Sweden,EURO,Porto,Portugal,True,2004,6,22,0,696.0,667.0,Copenhagen,Stockholm,"Copenhagen, Denmark","Stockholm, Sweden","Porto, Portugal",55.6867243,12.5700724,59.3251172,18.0710935,41.1502195,-8.6103497,2230.9461001275226,2735.894403185934,7.382,7.191,13,15,6,12,2,0,0,0,0.6842,0.5556,1.0,0.5,6.936,7.555,5,14,19,13,1,5,1,0,0.2083,0.5185,0.5,1.0,21,37,16.4,10.9,6.8,17.0,16.8,10.7,3.4,17.8,22.6,15.7,6.1,26.7,6.200000000000003,4.799999999999999,5.500000000000001,5.800000000000001,5.0,5.4
