,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day
24704,2000-07-02,France,Italy,2.0,1.0,EURO,Rotterdam,Netherlands,True,2000,7,2
24983,2000-10-12,Iraq,Thailand,2.0,0.0,AFC,Tripoli,Lebanon,True,2000,10,12
24984,2000-10-12,Lebanon,Iran,0.0,4.0,AFC,Beirut,Lebanon,False,2000,10,12
24985,2000-10-13,South Korea,China,2.0,2.0,AFC,Tripoli,Lebanon,True,2000,10,13
24986,2000-10-13,Kuwait,Indonesia,0.0,0.0,AFC,Tripoli,Lebanon,True,2000,10,13
24988,2000-10-14,Qatar,Uzbekistan,1.0,1.0,AFC,Sidon,Lebanon,True,2000,10,14
24989,2000-10-14,Saudi Arabia,Japan,1.0,4.0,AFC,Sidon,Lebanon,True,2000,10,14
24990,2000-10-15,Iran,Thailand,1.0,1.0,AFC,Beirut,Lebanon,True,2000,10,15
24992,2000-10-15,Lebanon,Iraq,2.0,2.0,AFC,Beirut,Lebanon,False,2000,10,15
24993,2000-10-16,China,Indonesia,4.0,0.0,AFC,Tripoli,Lebanon,True,2000,10,16
24994,2000-10-16,South Korea,Kuwait,0.0,1.0,AFC,Tripoli,Lebanon,True,2000,10,16
24995,2000-10-17,Japan,Uzbekistan,8.0,1.0,AFC,Sidon,Lebanon,True,2000,10,17
24997,2000-10-17,Saudi Arabia,Qatar,0.0,0.0,AFC,Sidon,Lebanon,True,2000,10,17
24998,2000-10-18,Iran,Iraq,1.0,0.0,AFC,Sidon,Lebanon,True,2000,10,18
24999,2000-10-18,Lebanon,Thailand,1.0,1.0,AFC,Beirut,Lebanon,False,2000,10,18
25000,2000-10-19,China,Kuwait,0.0,0.0,AFC,Tripoli,Lebanon,True,2000,10,19
25001,2000-10-19,South Korea,Indonesia,3.0,0.0,AFC,Beirut,Lebanon,True,2000,10,19
25002,2000-10-20,Japan,Qatar,1.0,1.0,AFC,Beirut,Lebanon,True,2000,10,20
25003,2000-10-20,Saudi Arabia,Uzbekistan,5.0,0.0,AFC,Sidon,Lebanon,True,2000,10,20
25004,2000-10-23,China,Qatar,3.0,1.0,AFC,Sidon,Lebanon,True,2000,10,23
25005,2000-10-23,Iran,South Korea,1.0,2.0,AFC,Tripoli,Lebanon,True,2000,10,23
25007,2000-10-24,Japan,Iraq,4.0,1.0,AFC,Beirut,Lebanon,True,2000,10,24
25008,2000-10-24,Kuwait,Saudi Arabia,2.0,3.0,AFC,Beirut,Lebanon,True,2000,10,24
25012,2000-10-26,China,Japan,2.0,3.0,AFC,Beirut,Lebanon,True,2000,10,26
25013,2000-10-26,South Korea,Saudi Arabia,1.0,2.0,AFC,Beirut,Lebanon,True,2000,10,26
25017,2000-10-29,China,South Korea,0.0,1.0,AFC,Beirut,Lebanon,True,2000,10,29
25018,2000-10-29,Japan,Saudi Arabia,1.0,0.0,AFC,Beirut,Lebanon,True,2000,10,29
25769,2001-07-11,Colombia,Venezuela,2.0,0.0,COPA,Barranquilla,Colombia,False,2001,7,11
25770,2001-07-11,Ecuador,Chile,1.0,4.0,COPA,Barranquilla,Colombia,True,2001,7,11
25771,2001-07-12,Brazil,Mexico,0.0,1.0,COPA,Cali,Colombia,True,2001,7,12
25772,2001-07-12,Peru,Paraguay,3.0,3.0,COPA,Cali,Colombia,True,2001,7,12
25779,2001-07-13,Bolivia,Uruguay,0.0,1.0,COPA,Medellín,Colombia,True,2001,7,13
25781,2001-07-13,Honduras,Costa Rica,0.0,1.0,COPA,Medellín,Colombia,True,2001,7,13
25788,2001-07-14,Chile,Venezuela,1.0,0.0,COPA,Barranquilla,Colombia,True,2001,7,14
25789,2001-07-14,Colombia,Ecuador,1.0,0.0,COPA,Barranquilla,Colombia,False,2001,7,14
25795,2001-07-15,Brazil,Peru,2.0,0.0,COPA,Cali,Colombia,True,2001,7,15
25799,2001-07-15,Paraguay,Mexico,0.0,0.0,COPA,Cali,Colombia,True,2001,7,15
25802,2001-07-16,Honduras,Bolivia,2.0,0.0,COPA,Medellín,Colombia,True,2001,7,16
25803,2001-07-16,Uruguay,Costa Rica,1.0,1.0,COPA,Medellín,Colombia,True,2001,7,16
25804,2001-07-17,Colombia,Chile,2.0,0.0,COPA,Barranquilla,Colombia,False,2001,7,17
25805,2001-07-17,Ecuador,Venezuela,4.0,0.0,COPA,Barranquilla,Colombia,True,2001,7,17
25806,2001-07-18,Brazil,Paraguay,3.0,1.0,COPA,Cali,Colombia,True,2001,7,18
25807,2001-07-18,Peru,Mexico,1.0,0.0,COPA,Cali,Colombia,True,2001,7,18
25808,2001-07-19,Bolivia,Costa Rica,0.0,4.0,COPA,Medellín,Colombia,True,2001,7,19
25809,2001-07-19,Honduras,Uruguay,1.0,0.0,COPA,Medellín,Colombia,True,2001,7,19
25816,2001-07-22,Chile,Mexico,0.0,2.0,COPA,Pereira,Colombia,True,2001,7,22
25817,2001-07-22,Uruguay,Costa Rica,2.0,1.0,COPA,Armenia,Colombia,True,2001,7,22
25818,2001-07-23,Brazil,Honduras,0.0,2.0,COPA,Manizales,Colombia,True,2001,7,23
25819,2001-07-23,Colombia,Peru,3.0,0.0,COPA,Armenia,Colombia,False,2001,7,23
25822,2001-07-25,Mexico,Uruguay,2.0,1.0,COPA,Pereira,Colombia,True,2001,7,25
25823,2001-07-26,Colombia,Honduras,2.0,0.0,COPA,Manizales,Colombia,False,2001,7,26
25828,2001-07-29,Uruguay,Honduras,2.0,2.0,COPA,Bogotá,Colombia,True,2001,7,29
25830,2001-07-29,Colombia,Mexico,1.0,0.0,COPA,Bogotá,Colombia,False,2001,7,29
26170,2002-01-19,Mali,Liberia,1.0,1.0,AFCON,Bamako,Mali,False,2002,1,19
26174,2002-01-20,Cameroon,DR Congo,1.0,0.0,AFCON,Sikasso,Mali,True,2002,1,20
26177,2002-01-20,Egypt,Senegal,0.0,1.0,AFCON,Bamako,Mali,True,2002,1,20
26179,2002-01-20,South Africa,Burkina Faso,0.0,0.0,AFCON,Ségou,Mali,True,2002,1,20
26181,2002-01-21,Algeria,Nigeria,0.0,1.0,AFCON,Bamako,Mali,True,2002,1,21
26183,2002-01-21,Morocco,Ghana,0.0,0.0,AFCON,Ségou,Mali,True,2002,1,21
26184,2002-01-21,Togo,Ivory Coast,0.0,0.0,AFCON,Sikasso,Mali,True,2002,1,21
26186,2002-01-21,Zambia,Tunisia,0.0,0.0,AFCON,Bamako,Mali,True,2002,1,21
26192,2002-01-24,Mali,Nigeria,0.0,0.0,AFCON,Bamako,Mali,False,2002,1,24
26193,2002-01-24,South Africa,Ghana,0.0,0.0,AFCON,Ségou,Mali,True,2002,1,24
26196,2002-01-25,Cameroon,Ivory Coast,1.0,0.0,AFCON,Sikasso,Mali,True,2002,1,25
26197,2002-01-25,Egypt,Tunisia,1.0,0.0,AFCON,Bamako,Mali,True,2002,1,25
26198,2002-01-25,Liberia,Algeria,2.0,2.0,AFCON,Bamako,Mali,True,2002,1,25
26199,2002-01-26,Burkina Faso,Morocco,1.0,2.0,AFCON,Ségou,Mali,True,2002,1,26
26201,2002-01-26,DR Congo,Togo,0.0,0.0,AFCON,Sikasso,Mali,True,2002,1,26
26203,2002-01-26,Senegal,Zambia,1.0,0.0,AFCON,Bamako,Mali,True,2002,1,26
26209,2002-01-28,Liberia,Nigeria,0.0,1.0,AFCON,Mopti,Mali,True,2002,1,28
26210,2002-01-28,Mali,Algeria,2.0,0.0,AFCON,Bamako,Mali,False,2002,1,28
26211,2002-01-29,Cameroon,Togo,3.0,0.0,AFCON,Sikasso,Mali,True,2002,1,29
26212,2002-01-29,DR Congo,Ivory Coast,3.0,1.0,AFCON,Kayes,Mali,True,2002,1,29
26214,2002-01-30,Burkina Faso,Ghana,1.0,2.0,AFCON,Mopti,Mali,True,2002,1,30
26216,2002-01-30,South Africa,Morocco,3.0,1.0,AFCON,Ségou,Mali,True,2002,1,30
26221,2002-01-31,Egypt,Zambia,2.0,1.0,AFCON,Bamako,Mali,True,2002,1,31
26222,2002-01-31,Senegal,Tunisia,0.0,0.0,AFCON,Kayes,Mali,True,2002,1,31
26225,2002-02-03,Mali,South Africa,2.0,0.0,AFCON,Kayes,Mali,False,2002,2,3
26226,2002-02-03,Nigeria,Ghana,1.0,0.0,AFCON,Bamako,Mali,True,2002,2,3
26227,2002-02-04,Cameroon,Egypt,1.0,0.0,AFCON,Sikasso,Mali,True,2002,2,4
26228,2002-02-04,Senegal,DR Congo,2.0,0.0,AFCON,Bamako,Mali,True,2002,2,4
26231,2002-02-07,Mali,Cameroon,0.0,3.0,AFCON,Bamako,Mali,False,2002,2,7
26232,2002-02-07,Nigeria,Senegal,1.0,2.0,AFCON,Bamako,Mali,True,2002,2,7
26235,2002-02-09,Mali,Nigeria,0.0,1.0,AFCON,Mopti,Mali,False,2002,2,9
26239,2002-02-10,Senegal,Cameroon,0.0,0.0,AFCON,Bamako,Mali,True,2002,2,10
26436,2002-05-31,France,Senegal,0.0,1.0,FWC,Seoul,South Korea,True,2002,5,31
26437,2002-06-01,Germany,Saudi Arabia,8.0,0.0,FWC,Sapporo,Japan,True,2002,6,1
26438,2002-06-01,Republic of Ireland,Cameroon,1.0,1.0,FWC,Niigata,Japan,True,2002,6,1
26439,2002-06-01,Uruguay,Denmark,1.0,2.0,FWC,Ulsan,South Korea,True,2002,6,1
26440,2002-06-02,Argentina,Nigeria,1.0,0.0,FWC,Kashima,Japan,True,2002,6,2
26441,2002-06-02,England,Sweden,1.0,1.0,FWC,Saitama,Japan,True,2002,6,2
26442,2002-06-02,Paraguay,South Africa,2.0,2.0,FWC,Busan,South Korea,True,2002,6,2
26443,2002-06-02,Spain,Slovenia,3.0,1.0,FWC,Gwangju,South Korea,True,2002,6,2
26444,2002-06-03,Brazil,Turkey,2.0,1.0,FWC,Ulsan,South Korea,True,2002,6,3
26445,2002-06-03,Croatia,Mexico,0.0,1.0,FWC,Niigata,Japan,True,2002,6,3
26446,2002-06-03,Italy,Ecuador,2.0,0.0,FWC,Sapporo,Japan,True,2002,6,3
26447,2002-06-04,China,Costa Rica,0.0,2.0,FWC,Gwangju,South Korea,True,2002,6,4
26448,2002-06-04,Japan,Belgium,2.0,2.0,FWC,Saitama,Japan,False,2002,6,4
26449,2002-06-04,South Korea,Poland,2.0,0.0,FWC,Busan,South Korea,False,2002,6,4
26450,2002-06-05,Germany,Republic of Ireland,1.0,1.0,FWC,Kashima,Japan,True,2002,6,5
26451,2002-06-05,Russia,Tunisia,2.0,0.0,FWC,Kobe,Japan,True,2002,6,5
26452,2002-06-05,United States,Portugal,3.0,2.0,FWC,Suwon,South Korea,True,2002,6,5
26453,2002-06-06,Cameroon,Saudi Arabia,1.0,0.0,FWC,Saitama,Japan,True,2002,6,6
26454,2002-06-06,Denmark,Senegal,1.0,1.0,FWC,Daegu,South Korea,True,2002,6,6
26455,2002-06-06,France,Uruguay,0.0,0.0,FWC,Busan,South Korea,True,2002,6,6
26458,2002-06-07,Argentina,England,0.0,1.0,FWC,Sapporo,Japan,True,2002,6,7
26459,2002-06-07,Spain,Paraguay,3.0,1.0,FWC,Jeonju,South Korea,True,2002,6,7
26460,2002-06-07,Sweden,Nigeria,2.0,1.0,FWC,Kobe,Japan,True,2002,6,7
26461,2002-06-08,Brazil,China,4.0,0.0,FWC,Seogwipo,South Korea,True,2002,6,8
26462,2002-06-08,Italy,Croatia,1.0,2.0,FWC,Kashima,Japan,True,2002,6,8
26464,2002-06-08,South Africa,Slovenia,1.0,0.0,FWC,Daegu,South Korea,True,2002,6,8
26465,2002-06-09,Costa Rica,Turkey,1.0,1.0,FWC,Incheon,South Korea,True,2002,6,9
26466,2002-06-09,Japan,Russia,1.0,0.0,FWC,Yokohama,Japan,False,2002,6,9
26468,2002-06-09,Mexico,Ecuador,2.0,1.0,FWC,Rifu,Japan,True,2002,6,9
26469,2002-06-10,South Korea,United States,1.0,1.0,FWC,Daegu,South Korea,False,2002,6,10
26470,2002-06-10,Portugal,Poland,4.0,0.0,FWC,Jeonju,South Korea,True,2002,6,10
26471,2002-06-10,Tunisia,Belgium,1.0,1.0,FWC,Ōita,Japan,True,2002,6,10
26472,2002-06-11,Cameroon,Germany,0.0,2.0,FWC,Fukuroi,Japan,True,2002,6,11
26473,2002-06-11,Denmark,France,2.0,0.0,FWC,Incheon,South Korea,True,2002,6,11
26474,2002-06-11,Saudi Arabia,Republic of Ireland,0.0,3.0,FWC,Yokohama,Japan,True,2002,6,11
26475,2002-06-11,Senegal,Uruguay,3.0,3.0,FWC,Suwon,South Korea,True,2002,6,11
26476,2002-06-12,Nigeria,England,0.0,0.0,FWC,Osaka,Japan,True,2002,6,12
26477,2002-06-12,Slovenia,Paraguay,1.0,3.0,FWC,Seogwipo,South Korea,True,2002,6,12
26478,2002-06-12,South Africa,Spain,2.0,3.0,FWC,Daejeon,South Korea,True,2002,6,12
26479,2002-06-12,Sweden,Argentina,1.0,1.0,FWC,Rifu,Japan,True,2002,6,12
26480,2002-06-13,Costa Rica,Brazil,2.0,5.0,FWC,Suwon,South Korea,True,2002,6,13
26481,2002-06-13,Ecuador,Croatia,1.0,0.0,FWC,Yokohama,Japan,True,2002,6,13
26482,2002-06-13,Mexico,Italy,1.0,1.0,FWC,Ōita,Japan,True,2002,6,13
26483,2002-06-13,Turkey,China,3.0,0.0,FWC,Seoul,South Korea,True,2002,6,13
26484,2002-06-14,Belgium,Russia,3.0,2.0,FWC,Fukuroi,Japan,True,2002,6,14
26485,2002-06-14,Japan,Tunisia,2.0,0.0,FWC,Osaka,Japan,False,2002,6,14
26486,2002-06-14,South Korea,Portugal,1.0,0.0,FWC,Incheon,South Korea,False,2002,6,14
26487,2002-06-14,Poland,United States,3.0,1.0,FWC,Daejeon,South Korea,True,2002,6,14
26488,2002-06-15,Denmark,England,0.0,3.0,FWC,Niigata,Japan,True,2002,6,15
26489,2002-06-15,Germany,Paraguay,1.0,0.0,FWC,Seogwipo,South Korea,True,2002,6,15
26490,2002-06-16,Spain,Republic of Ireland,1.0,1.0,FWC,Suwon,South Korea,True,2002,6,16
26491,2002-06-16,Sweden,Senegal,1.0,2.0,FWC,Ōita,Japan,True,2002,6,16
26492,2002-06-17,Brazil,Belgium,2.0,0.0,FWC,Kobe,Japan,True,2002,6,17
26493,2002-06-17,Mexico,United States,0.0,2.0,FWC,Jeonju,South Korea,True,2002,6,17
26494,2002-06-18,Japan,Turkey,0.0,1.0,FWC,Rifu,Japan,False,2002,6,18
26495,2002-06-18,South Korea,Italy,2.0,1.0,FWC,Daejeon,South Korea,False,2002,6,18
26496,2002-06-21,England,Brazil,1.0,2.0,FWC,Fukuroi,Japan,True,2002,6,21
26497,2002-06-21,Germany,United States,1.0,0.0,FWC,Ulsan,South Korea,True,2002,6,21
26499,2002-06-22,South Korea,Spain,0.0,0.0,FWC,Gwangju,South Korea,False,2002,6,22
26500,2002-06-22,Senegal,Turkey,0.0,1.0,FWC,Osaka,Japan,True,2002,6,22
26502,2002-06-25,South Korea,Germany,0.0,1.0,FWC,Seoul,South Korea,False,2002,6,25
26504,2002-06-26,Brazil,Turkey,1.0,0.0,FWC,Saitama,Japan,True,2002,6,26
26505,2002-06-29,South Korea,Turkey,2.0,3.0,FWC,Daegu,South Korea,False,2002,6,29
26507,2002-06-30,Germany,Brazil,0.0,2.0,FWC,Yokohama,Japan,True,2002,6,30
27881,2004-01-24,Tunisia,Rwanda,2.0,1.0,AFCON,Radès,Tunisia,False,2004,1,24
27882,2004-01-25,Cameroon,Algeria,1.0,1.0,AFCON,Sousse,Tunisia,True,2004,1,25
27883,2004-01-25,DR Congo,Guinea,1.0,2.0,AFCON,Tunis,Tunisia,True,2004,1,25
27885,2004-01-25,Zimbabwe,Egypt,1.0,2.0,AFCON,Sfax,Tunisia,True,2004,1,25
27886,2004-01-26,Kenya,Mali,1.0,3.0,AFCON,Bizerte,Tunisia,True,2004,1,26
27887,2004-01-26,Senegal,Burkina Faso,0.0,0.0,AFCON,Tunis,Tunisia,True,2004,1,26
27889,2004-01-27,Nigeria,Morocco,0.0,1.0,AFCON,Monastir,Tunisia,True,2004,1,27
27890,2004-01-27,South Africa,Benin,2.0,0.0,AFCON,Sfax,Tunisia,True,2004,1,27
27894,2004-01-28,Rwanda,Guinea,1.0,1.0,AFCON,Bizerte,Tunisia,True,2004,1,28
27896,2004-01-28,Tunisia,DR Congo,3.0,0.0,AFCON,Radès,Tunisia,False,2004,1,28
27897,2004-01-29,Algeria,Egypt,2.0,1.0,AFCON,Sousse,Tunisia,True,2004,1,29
27898,2004-01-29,Cameroon,Zimbabwe,5.0,3.0,AFCON,Sfax,Tunisia,True,2004,1,29
27901,2004-01-30,Burkina Faso,Mali,1.0,3.0,AFCON,Tunis,Tunisia,True,2004,1,30
27902,2004-01-30,Senegal,Kenya,3.0,0.0,AFCON,Bizerte,Tunisia,True,2004,1,30
27906,2004-01-31,Morocco,Benin,4.0,0.0,AFCON,Sfax,Tunisia,True,2004,1,31
27907,2004-01-31,Nigeria,South Africa,4.0,0.0,AFCON,Monastir,Tunisia,True,2004,1,31
27909,2004-02-01,Rwanda,DR Congo,1.0,0.0,AFCON,Bizerte,Tunisia,True,2004,2,1
27910,2004-02-01,Tunisia,Guinea,1.0,1.0,AFCON,Radès,Tunisia,False,2004,2,1
27911,2004-02-02,Burkina Faso,Kenya,0.0,3.0,AFCON,Bizerte,Tunisia,True,2004,2,2
27912,2004-02-02,Senegal,Mali,1.0,1.0,AFCON,Tunis,Tunisia,True,2004,2,2
27913,2004-02-03,Algeria,Zimbabwe,1.0,2.0,AFCON,Sousse,Tunisia,True,2004,2,3
27914,2004-02-03,Cameroon,Egypt,0.0,0.0,AFCON,Monastir,Tunisia,True,2004,2,3
27916,2004-02-04,Morocco,South Africa,1.0,1.0,AFCON,Sousse,Tunisia,True,2004,2,4
27917,2004-02-04,Nigeria,Benin,2.0,1.0,AFCON,Sfax,Tunisia,True,2004,2,4
27920,2004-02-07,Mali,Guinea,2.0,1.0,AFCON,Tunis,Tunisia,True,2004,2,7
27921,2004-02-07,Tunisia,Senegal,1.0,0.0,AFCON,Radès,Tunisia,False,2004,2,7
27922,2004-02-08,Cameroon,Nigeria,1.0,2.0,AFCON,Monastir,Tunisia,True,2004,2,8
27924,2004-02-08,Morocco,Algeria,3.0,1.0,AFCON,Sfax,Tunisia,True,2004,2,8
27927,2004-02-11,Morocco,Mali,4.0,0.0,AFCON,Sousse,Tunisia,True,2004,2,11
27928,2004-02-11,Tunisia,Nigeria,1.0,1.0,AFCON,Radès,Tunisia,False,2004,2,11
27932,2004-02-13,Nigeria,Mali,2.0,1.0,AFCON,Monastir,Tunisia,True,2004,2,13
27937,2004-02-14,Tunisia,Morocco,2.0,1.0,AFCON,Radès,Tunisia,False,2004,2,14
28299,2004-06-12,Portugal,Greece,1.0,2.0,EURO,Porto,Portugal,False,2004,6,12
28300,2004-06-12,Spain,Russia,1.0,0.0,EURO,Faro,Portugal,True,2004,6,12
28308,2004-06-13,France,England,2.0,1.0,EURO,Lisbon,Portugal,True,2004,6,13
28311,2004-06-13,Switzerland,Croatia,0.0,0.0,EURO,Leiria,Portugal,True,2004,6,13
28314,2004-06-14,Denmark,Italy,0.0,0.0,EURO,Guimarães,Portugal,True,2004,6,14
28316,2004-06-14,Sweden,Bulgaria,5.0,0.0,EURO,Lisbon,Portugal,True,2004,6,14
28317,2004-06-15,Czech Republic,Latvia,2.0,1.0,EURO,Aveiro,Portugal,True,2004,6,15
28318,2004-06-15,Germany,Netherlands,1.0,1.0,EURO,Porto,Portugal,True,2004,6,15
28320,2004-06-16,Greece,Spain,1.0,1.0,EURO,Porto,Portugal,True,2004,6,16
28321,2004-06-16,Portugal,Russia,2.0,0.0,EURO,Lisbon,Portugal,False,2004,6,16
28322,2004-06-17,Croatia,France,2.0,2.0,EURO,Leiria,Portugal,True,2004,6,17
28323,2004-06-17,England,Switzerland,3.0,0.0,EURO,Coimbra,Portugal,True,2004,6,17
28326,2004-06-18,Bulgaria,Denmark,0.0,2.0,EURO,Braga,Portugal,True,2004,6,18
28327,2004-06-18,Italy,Sweden,1.0,1.0,EURO,Porto,Portugal,True,2004,6,18
28334,2004-06-19,Latvia,Germany,0.0,0.0,EURO,Porto,Portugal,True,2004,6,19
28336,2004-06-19,Netherlands,Czech Republic,2.0,3.0,EURO,Aveiro,Portugal,True,2004,6,19
28352,2004-06-20,Portugal,Spain,1.0,0.0,EURO,Lisbon,Portugal,False,2004,6,20
28353,2004-06-20,Russia,Greece,2.0,1.0,EURO,Faro,Portugal,True,2004,6,20
28359,2004-06-21,Croatia,England,2.0,4.0,EURO,Lisbon,Portugal,True,2004,6,21
28362,2004-06-21,Switzerland,France,1.0,3.0,EURO,Coimbra,Portugal,True,2004,6,21
28363,2004-06-22,Denmark,Sweden,2.0,2.0,EURO,Porto,Portugal,True,2004,6,22
28364,2004-06-22,Italy,Bulgaria,2.0,1.0,EURO,Guimarães,Portugal,True,2004,6,22
28365,2004-06-23,Germany,Czech Republic,1.0,2.0,EURO,Lisbon,Portugal,True,2004,6,23
28368,2004-06-23,Netherlands,Latvia,3.0,0.0,EURO,Braga,Portugal,True,2004,6,23
28369,2004-06-24,Portugal,England,2.0,2.0,EURO,Lisbon,Portugal,False,2004,6,24
28370,2004-06-25,France,Greece,0.0,1.0,EURO,Lisbon,Portugal,True,2004,6,25
28373,2004-06-26,Sweden,Netherlands,0.0,0.0,EURO,Faro,Portugal,True,2004,6,26
28375,2004-06-27,Czech Republic,Denmark,3.0,0.0,EURO,Porto,Portugal,True,2004,6,27
28379,2004-06-30,Portugal,Netherlands,2.0,1.0,EURO,Lisbon,Portugal,False,2004,6,30
28380,2004-07-01,Greece,Czech Republic,1.0,0.0,EURO,Porto,Portugal,True,2004,7,1
28395,2004-07-04,Portugal,Greece,0.0,1.0,EURO,Lisbon,Portugal,False,2004,7,4
28399,2004-07-06,Peru,Bolivia,2.0,2.0,COPA,Lima,Peru,False,2004,7,6
28400,2004-07-06,Venezuela,Colombia,0.0,1.0,COPA,Lima,Peru,True,2004,7,6
28401,2004-07-07,Argentina,Ecuador,6.0,1.0,COPA,Chiclayo,Peru,True,2004,7,7
28402,2004-07-07,Mexico,Uruguay,2.0,2.0,COPA,Chiclayo,Peru,True,2004,7,7
28403,2004-07-08,Brazil,Chile,1.0,0.0,COPA,Arequipa,Peru,True,2004,7,8
28404,2004-07-08,Costa Rica,Paraguay,0.0,1.0,COPA,Arequipa,Peru,True,2004,7,8
28407,2004-07-09,Colombia,Bolivia,1.0,0.0,COPA,Lima,Peru,True,2004,7,9
28409,2004-07-09,Peru,Venezuela,3.0,1.0,COPA,Lima,Peru,False,2004,7,9
28410,2004-07-10,Argentina,Mexico,0.0,1.0,COPA,Chiclayo,Peru,True,2004,7,10
28414,2004-07-10,Uruguay,Ecuador,2.0,1.0,COPA,Chiclayo,Peru,True,2004,7,10
28415,2004-07-11,Brazil,Costa Rica,4.0,1.0,COPA,Arequipa,Peru,True,2004,7,11
28416,2004-07-11,Paraguay,Chile,1.0,1.0,COPA,Arequipa,Peru,True,2004,7,11
28420,2004-07-12,Peru,Colombia,2.0,2.0,COPA,Trujillo,Peru,False,2004,7,12
28421,2004-07-12,Venezuela,Bolivia,1.0,1.0,COPA,Trujillo,Peru,True,2004,7,12
28422,2004-07-13,Argentina,Uruguay,4.0,2.0,COPA,Piura,Peru,True,2004,7,13
28424,2004-07-13,Mexico,Ecuador,2.0,1.0,COPA,Piura,Peru,True,2004,7,13
28425,2004-07-14,Brazil,Paraguay,1.0,2.0,COPA,Arequipa,Peru,True,2004,7,14
28426,2004-07-14,Costa Rica,Chile,2.0,1.0,COPA,Tacna,Peru,True,2004,7,14
28428,2004-07-17,China,Bahrain,2.0,2.0,AFC,Beijing,China,False,2004,7,17
28429,2004-07-17,Colombia,Costa Rica,2.0,0.0,COPA,Trujillo,Peru,True,2004,7,17
28430,2004-07-17,Peru,Argentina,0.0,1.0,COPA,Chiclayo,Peru,False,2004,7,17
28433,2004-07-18,Iraq,Uzbekistan,0.0,1.0,AFC,Chengdu,China,True,2004,7,18
28434,2004-07-18,Mexico,Brazil,0.0,4.0,COPA,Piura,Peru,True,2004,7,18
28435,2004-07-18,Paraguay,Uruguay,1.0,3.0,COPA,Tacna,Peru,True,2004,7,18
28436,2004-07-18,Qatar,Indonesia,1.0,2.0,AFC,Beijing,China,True,2004,7,18
28437,2004-07-18,Saudi Arabia,Turkmenistan,2.0,2.0,AFC,Chengdu,China,True,2004,7,18
28438,2004-07-19,South Korea,Jordan,0.0,0.0,AFC,Jinan,China,True,2004,7,19
28439,2004-07-19,Kuwait,United Arab Emirates,3.0,1.0,AFC,Jinan,China,True,2004,7,19
28440,2004-07-20,Argentina,Colombia,3.0,0.0,COPA,Lima,Peru,True,2004,7,20
28441,2004-07-20,Iran,Thailand,3.0,0.0,AFC,Chongqing,China,True,2004,7,20
28442,2004-07-20,Japan,Oman,1.0,0.0,AFC,Chongqing,China,True,2004,7,20
28443,2004-07-21,Bahrain,Qatar,1.0,1.0,AFC,Beijing,China,True,2004,7,21
28444,2004-07-21,China,Indonesia,5.0,0.0,AFC,Beijing,China,False,2004,7,21
28445,2004-07-21,Uruguay,Brazil,1.0,1.0,COPA,Lima,Peru,True,2004,7,21
28446,2004-07-22,Turkmenistan,Iraq,2.0,3.0,AFC,Chengdu,China,True,2004,7,22
28447,2004-07-22,Uzbekistan,Saudi Arabia,1.0,0.0,AFC,Chengdu,China,True,2004,7,22
28448,2004-07-23,Jordan,Kuwait,2.0,0.0,AFC,Jinan,China,True,2004,7,23
28450,2004-07-23,United Arab Emirates,South Korea,0.0,2.0,AFC,Jinan,China,True,2004,7,23
28451,2004-07-24,Colombia,Uruguay,1.0,2.0,COPA,Cusco,Peru,True,2004,7,24
28452,2004-07-24,Oman,Iran,2.0,2.0,AFC,Chongqing,China,True,2004,7,24
28453,2004-07-24,Thailand,Japan,1.0,4.0,AFC,Chongqing,China,True,2004,7,24
28454,2004-07-25,Argentina,Brazil,2.0,2.0,COPA,Lima,Peru,True,2004,7,25
28455,2004-07-25,Bahrain,Indonesia,3.0,1.0,AFC,Jinan,China,True,2004,7,25
28456,2004-07-25,China,Qatar,1.0,0.0,AFC,Beijing,China,False,2004,7,25
28457,2004-07-26,Saudi Arabia,Iraq,1.0,2.0,AFC,Chengdu,China,True,2004,7,26
28458,2004-07-26,Turkmenistan,Uzbekistan,0.0,1.0,AFC,Chongqing,China,True,2004,7,26
28459,2004-07-27,Jordan,United Arab Emirates,0.0,0.0,AFC,Beijing,China,True,2004,7,27
28460,2004-07-27,South Korea,Kuwait,4.0,0.0,AFC,Jinan,China,True,2004,7,27
28462,2004-07-28,Japan,Iran,0.0,0.0,AFC,Chongqing,China,True,2004,7,28
28463,2004-07-28,Oman,Thailand,2.0,0.0,AFC,Chengdu,China,True,2004,7,28
28464,2004-07-30,China,Iraq,3.0,0.0,AFC,Beijing,China,False,2004,7,30
28465,2004-07-30,Uzbekistan,Bahrain,2.0,2.0,AFC,Chengdu,China,True,2004,7,30
28466,2004-07-31,Japan,Jordan,1.0,1.0,AFC,Chongqing,China,True,2004,7,31
28467,2004-07-31,South Korea,Iran,3.0,4.0,AFC,Jinan,China,True,2004,7,31
28469,2004-08-03,Bahrain,Japan,3.0,4.0,AFC,Jinan,China,True,2004,8,3
28470,2004-08-03,China,Iran,1.0,1.0,AFC,Beijing,China,False,2004,8,3
28473,2004-08-06,Iran,Bahrain,4.0,2.0,AFC,Beijing,China,True,2004,8,6
28474,2004-08-07,China,Japan,1.0,3.0,AFC,Beijing,China,False,2004,8,7
29749,2006-01-20,Egypt,Libya,3.0,0.0,AFCON,Cairo,Egypt,False,2006,1,20
