,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day
479,1916-07-02,Chile,Uruguay,0.0,4.0,COPA,Buenos Aires,Argentina,True,1916,7,2
481,1916-07-06,Argentina,Chile,6.0,1.0,COPA,Buenos Aires,Argentina,False,1916,7,6
482,1916-07-08,Brazil,Chile,1.0,1.0,COPA,Buenos Aires,Argentina,True,1916,7,8
483,1916-07-10,Argentina,Brazil,1.0,1.0,COPA,Buenos Aires,Argentina,False,1916,7,10
485,1916-07-12,Brazil,Uruguay,1.0,2.0,COPA,Buenos Aires,Argentina,True,1916,7,12
487,1916-07-17,Argentina,Uruguay,0.0,0.0,COPA,Avellaneda,Argentina,False,1916,7,17
515,1917-09-30,Uruguay,Chile,4.0,0.0,COPA,Montevideo,Uruguay,False,1917,9,30
516,1917-10-03,Argentina,Brazil,4.0,2.0,COPA,Montevideo,Uruguay,True,1917,10,3
517,1917-10-06,Argentina,Chile,1.0,0.0,COPA,Montevideo,Uruguay,True,1917,10,6
520,1917-10-07,Uruguay,Brazil,4.0,0.0,COPA,Montevideo,Uruguay,False,1917,10,7
521,1917-10-12,Brazil,Chile,5.0,0.0,COPA,Montevideo,Uruguay,True,1917,10,12
523,1917-10-14,Uruguay,Argentina,1.0,0.0,COPA,Montevideo,Uruguay,False,1917,10,14
548,1919-05-11,Brazil,Chile,6.0,0.0,COPA,Rio de Janeiro,Brazil,False,1919,5,11
551,1919-05-13,Argentina,Uruguay,2.0,3.0,COPA,Rio de Janeiro,Brazil,True,1919,5,13
555,1919-05-17,Chile,Uruguay,0.0,2.0,COPA,Rio de Janeiro,Brazil,True,1919,5,17
556,1919-05-18,Brazil,Argentina,3.0,1.0,COPA,Rio de Janeiro,Brazil,False,1919,5,18
558,1919-05-22,Argentina,Chile,4.0,1.0,COPA,Rio de Janeiro,Brazil,True,1919,5,22
560,1919-05-26,Brazil,Uruguay,2.0,2.0,COPA,Rio de Janeiro,Brazil,False,1919,5,26
561,1919-05-29,Brazil,Uruguay,1.0,0.0,COPA,Rio de Janeiro,Brazil,False,1919,5,29
635,1920-09-11,Chile,Brazil,0.0,1.0,COPA,Viña del Mar,Chile,False,1920,9,11
636,1920-09-12,Uruguay,Argentina,1.0,1.0,COPA,Viña del Mar,Chile,True,1920,9,12
637,1920-09-18,Brazil,Uruguay,0.0,6.0,COPA,Viña del Mar,Chile,True,1920,9,18
639,1920-09-20,Chile,Argentina,1.0,1.0,COPA,Viña del Mar,Chile,False,1920,9,20
640,1920-09-25,Argentina,Brazil,2.0,0.0,COPA,Viña del Mar,Chile,True,1920,9,25
643,1920-10-03,Chile,Uruguay,1.0,2.0,COPA,Viña del Mar,Chile,False,1920,10,3
692,1921-10-02,Argentina,Brazil,1.0,0.0,COPA,Buenos Aires,Argentina,False,1921,10,2
694,1921-10-09,Paraguay,Uruguay,2.0,1.0,COPA,Buenos Aires,Argentina,True,1921,10,9
696,1921-10-12,Brazil,Paraguay,3.0,0.0,COPA,Buenos Aires,Argentina,True,1921,10,12
697,1921-10-16,Argentina,Paraguay,3.0,0.0,COPA,Buenos Aires,Argentina,False,1921,10,16
699,1921-10-23,Brazil,Uruguay,1.0,2.0,COPA,Buenos Aires,Argentina,True,1921,10,23
701,1921-10-30,Argentina,Uruguay,1.0,0.0,COPA,Buenos Aires,Argentina,False,1921,10,30
754,1922-09-17,Brazil,Chile,1.0,1.0,COPA,Rio de Janeiro,Brazil,False,1922,9,17
755,1922-09-23,Chile,Uruguay,0.0,2.0,COPA,Rio de Janeiro,Brazil,True,1922,9,23
757,1922-09-24,Brazil,Paraguay,1.0,1.0,COPA,Rio de Janeiro,Brazil,False,1922,9,24
760,1922-09-28,Argentina,Chile,4.0,0.0,COPA,Rio de Janeiro,Brazil,True,1922,9,28
761,1922-10-01,Brazil,Uruguay,0.0,0.0,COPA,Rio de Janeiro,Brazil,False,1922,10,1
764,1922-10-05,Chile,Paraguay,0.0,3.0,COPA,Rio de Janeiro,Brazil,True,1922,10,5
765,1922-10-08,Argentina,Uruguay,0.0,1.0,COPA,Rio de Janeiro,Brazil,True,1922,10,8
766,1922-10-12,Paraguay,Uruguay,1.0,0.0,COPA,Rio de Janeiro,Brazil,True,1922,10,12
767,1922-10-15,Brazil,Argentina,2.0,0.0,COPA,Rio de Janeiro,Brazil,False,1922,10,15
768,1922-10-18,Argentina,Paraguay,2.0,0.0,COPA,Rio de Janeiro,Brazil,True,1922,10,18
773,1922-11-06,Brazil,Paraguay,3.0,0.0,COPA,Rio de Janeiro,Brazil,False,1922,11,6
857,1923-10-29,Argentina,Paraguay,4.0,3.0,COPA,Montevideo,Uruguay,True,1923,10,29
862,1923-11-04,Uruguay,Paraguay,2.0,0.0,COPA,Montevideo,Uruguay,False,1923,11,4
863,1923-11-11,Brazil,Paraguay,0.0,1.0,COPA,Montevideo,Uruguay,True,1923,11,11
864,1923-11-18,Argentina,Brazil,2.0,1.0,COPA,Montevideo,Uruguay,True,1923,11,18
867,1923-11-25,Uruguay,Brazil,2.0,1.0,COPA,Montevideo,Uruguay,False,1923,11,25
870,1923-12-02,Uruguay,Argentina,2.0,0.0,COPA,Montevideo,Uruguay,False,1923,12,2
969,1924-10-12,Argentina,Paraguay,0.0,0.0,COPA,Montevideo,Uruguay,True,1924,10,12
971,1924-10-19,Uruguay,Chile,5.0,0.0,COPA,Montevideo,Uruguay,False,1924,10,19
973,1924-10-25,Argentina,Chile,2.0,0.0,COPA,Montevideo,Uruguay,True,1924,10,25
974,1924-10-26,Uruguay,Paraguay,3.0,1.0,COPA,Montevideo,Uruguay,False,1924,10,26
975,1924-11-01,Chile,Paraguay,1.0,3.0,COPA,Montevideo,Uruguay,True,1924,11,1
977,1924-11-02,Uruguay,Argentina,0.0,0.0,COPA,Montevideo,Uruguay,False,1924,11,2
1064,1925-11-29,Argentina,Paraguay,2.0,0.0,COPA,Buenos Aires,Argentina,False,1925,11,29
1065,1925-12-06,Brazil,Paraguay,5.0,2.0,COPA,Buenos Aires,Argentina,True,1925,12,6
1067,1925-12-13,Argentina,Brazil,4.0,1.0,COPA,Buenos Aires,Argentina,False,1925,12,13
1070,1925-12-17,Brazil,Paraguay,3.0,1.0,COPA,Buenos Aires,Argentina,True,1925,12,17
1071,1925-12-20,Argentina,Paraguay,3.0,1.0,COPA,Buenos Aires,Argentina,False,1925,12,20
1072,1925-12-25,Argentina,Brazil,2.0,2.0,COPA,Buenos Aires,Argentina,False,1925,12,25
1140,1926-10-12,Chile,Bolivia,7.0,1.0,COPA,Santiago,Chile,False,1926,10,12
1141,1926-10-16,Argentina,Bolivia,5.0,0.0,COPA,Santiago,Chile,True,1926,10,16
1142,1926-10-17,Chile,Uruguay,1.0,3.0,COPA,Santiago,Chile,False,1926,10,17
1143,1926-10-20,Argentina,Paraguay,8.0,0.0,COPA,Santiago,Chile,True,1926,10,20
1145,1926-10-23,Bolivia,Paraguay,1.0,6.0,COPA,Santiago,Chile,True,1926,10,23
1146,1926-10-24,Argentina,Uruguay,0.0,2.0,COPA,Santiago,Chile,True,1926,10,24
1147,1926-10-28,Bolivia,Uruguay,0.0,6.0,COPA,Santiago,Chile,True,1926,10,28
1150,1926-10-31,Chile,Argentina,1.0,1.0,COPA,Santiago,Chile,False,1926,10,31
1152,1926-11-01,Paraguay,Uruguay,1.0,6.0,COPA,Santiago,Chile,True,1926,11,1
1153,1926-11-03,Chile,Paraguay,5.0,1.0,COPA,Santiago,Chile,False,1926,11,3
1228,1927-10-30,Argentina,Bolivia,7.0,1.0,COPA,Lima,Peru,True,1927,10,30
1230,1927-11-01,Peru,Uruguay,0.0,4.0,COPA,Lima,Peru,False,1927,11,1
1231,1927-11-06,Bolivia,Uruguay,0.0,9.0,COPA,Lima,Peru,True,1927,11,6
1237,1927-11-13,Peru,Bolivia,3.0,2.0,COPA,Lima,Peru,False,1927,11,13
1238,1927-11-20,Argentina,Uruguay,3.0,2.0,COPA,Lima,Peru,True,1927,11,20
1240,1927-11-27,Peru,Argentina,1.0,5.0,COPA,Lima,Peru,False,1927,11,27
1413,1929-11-01,Paraguay,Uruguay,3.0,0.0,COPA,Buenos Aires,Argentina,True,1929,11,1
1415,1929-11-03,Argentina,Peru,3.0,0.0,COPA,Buenos Aires,Argentina,False,1929,11,3
1418,1929-11-10,Argentina,Paraguay,4.0,1.0,COPA,Buenos Aires,Argentina,False,1929,11,10
1419,1929-11-11,Peru,Uruguay,1.0,4.0,COPA,Buenos Aires,Argentina,True,1929,11,11
1422,1929-11-16,Paraguay,Peru,5.0,0.0,COPA,Avellaneda,Argentina,True,1929,11,16
1423,1929-11-17,Argentina,Uruguay,2.0,0.0,COPA,Buenos Aires,Argentina,False,1929,11,17
1490,1930-07-13,Belgium,United States,0.0,3.0,FWC,Montevideo,Uruguay,True,1930,7,13
1491,1930-07-13,France,Mexico,4.0,1.0,FWC,Montevideo,Uruguay,True,1930,7,13
1492,1930-07-14,Brazil,Yugoslavia,1.0,2.0,FWC,Montevideo,Uruguay,True,1930,7,14
1493,1930-07-14,Peru,Romania,1.0,3.0,FWC,Montevideo,Uruguay,True,1930,7,14
1494,1930-07-15,Argentina,France,1.0,0.0,FWC,Montevideo,Uruguay,True,1930,7,15
1495,1930-07-16,Chile,Mexico,3.0,0.0,FWC,Montevideo,Uruguay,True,1930,7,16
1496,1930-07-17,Bolivia,Yugoslavia,0.0,4.0,FWC,Montevideo,Uruguay,True,1930,7,17
1497,1930-07-17,Paraguay,United States,0.0,3.0,FWC,Montevideo,Uruguay,True,1930,7,17
1499,1930-07-18,Uruguay,Peru,1.0,0.0,FWC,Montevideo,Uruguay,False,1930,7,18
1500,1930-07-19,Argentina,Mexico,6.0,3.0,FWC,Montevideo,Uruguay,True,1930,7,19
1501,1930-07-19,Chile,France,1.0,0.0,FWC,Montevideo,Uruguay,True,1930,7,19
1502,1930-07-20,Belgium,Paraguay,0.0,1.0,FWC,Montevideo,Uruguay,True,1930,7,20
1503,1930-07-20,Bolivia,Brazil,0.0,4.0,FWC,Montevideo,Uruguay,True,1930,7,20
1504,1930-07-21,Uruguay,Romania,4.0,0.0,FWC,Montevideo,Uruguay,False,1930,7,21
1505,1930-07-22,Argentina,Chile,3.0,1.0,FWC,Montevideo,Uruguay,True,1930,7,22
1507,1930-07-26,Argentina,United States,6.0,1.0,FWC,Montevideo,Uruguay,True,1930,7,26
1508,1930-07-27,Uruguay,Yugoslavia,6.0,1.0,FWC,Montevideo,Uruguay,False,1930,7,27
1509,1930-07-30,Uruguay,Argentina,4.0,2.0,FWC,Montevideo,Uruguay,False,1930,7,30
1877,1934-05-27,Argentina,Sweden,2.0,3.0,FWC,Bologna,Italy,True,1934,5,27
1878,1934-05-27,Austria,France,3.0,2.0,FWC,Turin,Italy,True,1934,5,27
1879,1934-05-27,Belgium,Germany,2.0,5.0,FWC,Florence,Italy,True,1934,5,27
1880,1934-05-27,Brazil,Spain,1.0,3.0,FWC,Genoa,Italy,True,1934,5,27
1881,1934-05-27,Czechoslovakia,Romania,2.0,1.0,FWC,Trieste,Italy,True,1934,5,27
1882,1934-05-27,Egypt,Hungary,2.0,4.0,FWC,Naples,Italy,True,1934,5,27
1883,1934-05-27,Italy,United States,7.0,1.0,FWC,Rome,Italy,False,1934,5,27
1884,1934-05-27,Netherlands,Switzerland,2.0,3.0,FWC,Milan,Italy,True,1934,5,27
1885,1934-05-31,Austria,Hungary,2.0,1.0,FWC,Bologna,Italy,True,1934,5,31
1886,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,FWC,Turin,Italy,True,1934,5,31
1887,1934-05-31,Germany,Sweden,2.0,1.0,FWC,Milan,Italy,True,1934,5,31
1888,1934-05-31,Italy,Spain,1.0,1.0,FWC,Florence,Italy,False,1934,5,31
1889,1934-06-01,Italy,Spain,1.0,0.0,FWC,Florence,Italy,False,1934,6,1
1890,1934-06-03,Czechoslovakia,Germany,3.0,1.0,FWC,Rome,Italy,True,1934,6,3
1891,1934-06-03,Italy,Austria,1.0,0.0,FWC,Milan,Italy,False,1934,6,3
1893,1934-06-07,Austria,Germany,2.0,3.0,FWC,Naples,Italy,True,1934,6,7
1894,1934-06-10,Italy,Czechoslovakia,2.0,1.0,FWC,Rome,Italy,False,1934,6,10
1942,1935-01-06,Argentina,Chile,4.0,1.0,COPA,Lima,Peru,True,1935,1,6
1943,1935-01-13,Peru,Uruguay,0.0,1.0,COPA,Lima,Peru,False,1935,1,13
1944,1935-01-18,Chile,Uruguay,1.0,2.0,COPA,Lima,Peru,True,1935,1,18
1945,1935-01-20,Peru,Argentina,1.0,4.0,COPA,Lima,Peru,False,1935,1,20
1947,1935-01-26,Peru,Chile,1.0,0.0,COPA,Lima,Peru,False,1935,1,26
1948,1935-01-27,Argentina,Uruguay,0.0,3.0,COPA,Lima,Peru,True,1935,1,27
2142,1936-12-27,Brazil,Peru,3.0,2.0,COPA,Buenos Aires,Argentina,True,1936,12,27
2143,1936-12-30,Argentina,Chile,2.0,1.0,COPA,Buenos Aires,Argentina,False,1936,12,30
2144,1937-01-02,Paraguay,Uruguay,4.0,2.0,COPA,Buenos Aires,Argentina,True,1937,1,2
2145,1937-01-03,Brazil,Chile,6.0,4.0,COPA,Buenos Aires,Argentina,True,1937,1,3
2148,1937-01-06,Peru,Uruguay,2.0,4.0,COPA,Buenos Aires,Argentina,True,1937,1,6
2151,1937-01-09,Argentina,Paraguay,6.0,1.0,COPA,Buenos Aires,Argentina,False,1937,1,9
2152,1937-01-10,Chile,Uruguay,3.0,0.0,COPA,Buenos Aires,Argentina,True,1937,1,10
2155,1937-01-13,Brazil,Paraguay,5.0,0.0,COPA,Buenos Aires,Argentina,True,1937,1,13
2156,1937-01-16,Argentina,Peru,1.0,0.0,COPA,Buenos Aires,Argentina,False,1937,1,16
2157,1937-01-17,Chile,Paraguay,2.0,3.0,COPA,Buenos Aires,Argentina,True,1937,1,17
2158,1937-01-19,Brazil,Uruguay,3.0,2.0,COPA,Buenos Aires,Argentina,True,1937,1,19
2159,1937-01-21,Chile,Peru,2.0,2.0,COPA,Buenos Aires,Argentina,True,1937,1,21
2160,1937-01-23,Argentina,Uruguay,2.0,3.0,COPA,Buenos Aires,Argentina,False,1937,1,23
2162,1937-01-24,Paraguay,Peru,0.0,1.0,COPA,Buenos Aires,Argentina,True,1937,1,24
2163,1937-01-30,Argentina,Brazil,1.0,0.0,COPA,Buenos Aires,Argentina,False,1937,1,30
2165,1937-02-01,Argentina,Brazil,2.0,0.0,COPA,Buenos Aires,Argentina,False,1937,2,1
2328,1938-06-04,Germany,Switzerland,1.0,1.0,FWC,Paris,France,True,1938,6,4
2329,1938-06-05,Brazil,Poland,6.0,5.0,FWC,Strasbourg,France,True,1938,6,5
2330,1938-06-05,Cuba,Romania,3.0,3.0,FWC,Toulouse,France,True,1938,6,5
2331,1938-06-05,Czechoslovakia,Netherlands,3.0,0.0,FWC,Le Havre,France,True,1938,6,5
2332,1938-06-05,France,Belgium,3.0,1.0,FWC,Colombes,France,False,1938,6,5
2333,1938-06-05,Hungary,Indonesia,6.0,0.0,FWC,Reims,France,True,1938,6,5
2334,1938-06-05,Italy,Norway,2.0,1.0,FWC,Marseille,France,True,1938,6,5
2335,1938-06-09,Cuba,Romania,2.0,1.0,FWC,Toulouse,France,True,1938,6,9
2336,1938-06-09,Germany,Switzerland,2.0,4.0,FWC,Paris,France,True,1938,6,9
2339,1938-06-12,Brazil,Czechoslovakia,1.0,1.0,FWC,Bordeaux,France,True,1938,6,12
2340,1938-06-12,Cuba,Sweden,0.0,8.0,FWC,Antibes,France,True,1938,6,12
2341,1938-06-12,France,Italy,1.0,3.0,FWC,Colombes,France,False,1938,6,12
2342,1938-06-12,Hungary,Switzerland,2.0,0.0,FWC,Lille,France,True,1938,6,12
2343,1938-06-14,Brazil,Czechoslovakia,2.0,1.0,FWC,Bordeaux,France,True,1938,6,14
2345,1938-06-16,Brazil,Italy,1.0,2.0,FWC,Marseille,France,True,1938,6,16
2346,1938-06-16,Hungary,Sweden,5.0,1.0,FWC,Paris,France,True,1938,6,16
2349,1938-06-19,Brazil,Sweden,4.0,2.0,FWC,Bordeaux,France,True,1938,6,19
2350,1938-06-19,Hungary,Italy,2.0,4.0,FWC,Colombes,France,True,1938,6,19
2419,1939-01-15,Chile,Paraguay,1.0,5.0,COPA,Lima,Peru,True,1939,1,15
2420,1939-01-15,Peru,Ecuador,5.0,2.0,COPA,Lima,Peru,False,1939,1,15
2422,1939-01-22,Ecuador,Uruguay,0.0,6.0,COPA,Lima,Peru,True,1939,1,22
2424,1939-01-22,Peru,Chile,3.0,1.0,COPA,Lima,Peru,False,1939,1,22
2426,1939-01-29,Chile,Uruguay,2.0,3.0,COPA,Lima,Peru,True,1939,1,29
2427,1939-01-29,Peru,Paraguay,3.0,0.0,COPA,Lima,Peru,False,1939,1,29
2428,1939-02-05,Chile,Ecuador,4.0,1.0,COPA,Lima,Peru,True,1939,2,5
2429,1939-02-05,Paraguay,Uruguay,1.0,3.0,COPA,Lima,Peru,True,1939,2,5
2430,1939-02-12,Ecuador,Paraguay,1.0,3.0,COPA,Lima,Peru,True,1939,2,12
2431,1939-02-12,Peru,Uruguay,2.0,1.0,COPA,Lima,Peru,False,1939,2,12
2570,1941-02-02,Chile,Ecuador,5.0,0.0,COPA,Santiago,Chile,False,1941,2,2
2571,1941-02-09,Chile,Peru,1.0,0.0,COPA,Santiago,Chile,False,1941,2,9
2572,1941-02-09,Ecuador,Uruguay,0.0,6.0,COPA,Santiago,Chile,True,1941,2,9
2573,1941-02-12,Argentina,Peru,2.0,1.0,COPA,Santiago,Chile,True,1941,2,12
2574,1941-02-16,Argentina,Ecuador,6.0,1.0,COPA,Santiago,Chile,True,1941,2,16
2575,1941-02-16,Chile,Uruguay,0.0,2.0,COPA,Santiago,Chile,False,1941,2,16
2578,1941-02-23,Argentina,Uruguay,1.0,0.0,COPA,Santiago,Chile,True,1941,2,23
2579,1941-02-23,Ecuador,Peru,0.0,4.0,COPA,Santiago,Chile,True,1941,2,23
2580,1941-02-26,Peru,Uruguay,0.0,2.0,COPA,Santiago,Chile,True,1941,2,26
2581,1941-03-04,Chile,Argentina,0.0,1.0,COPA,Santiago,Chile,False,1941,3,4
2615,1942-01-10,Uruguay,Chile,6.0,1.0,COPA,Montevideo,Uruguay,False,1942,1,10
2616,1942-01-11,Argentina,Paraguay,4.0,3.0,COPA,Montevideo,Uruguay,True,1942,1,11
2617,1942-01-14,Brazil,Chile,6.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,14
2618,1942-01-17,Argentina,Brazil,2.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,17
2619,1942-01-18,Paraguay,Peru,1.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,18
2620,1942-01-18,Uruguay,Ecuador,7.0,0.0,COPA,Montevideo,Uruguay,False,1942,1,18
2622,1942-01-21,Brazil,Peru,2.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,21
2623,1942-01-22,Argentina,Ecuador,12.0,0.0,COPA,Montevideo,Uruguay,True,1942,1,22
2624,1942-01-22,Chile,Paraguay,0.0,2.0,COPA,Montevideo,Uruguay,True,1942,1,22
2625,1942-01-24,Uruguay,Brazil,1.0,0.0,COPA,Montevideo,Uruguay,False,1942,1,24
2626,1942-01-25,Argentina,Peru,3.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,25
2627,1942-01-25,Ecuador,Paraguay,1.0,3.0,COPA,Montevideo,Uruguay,True,1942,1,25
2629,1942-01-28,Ecuador,Peru,1.0,2.0,COPA,Montevideo,Uruguay,True,1942,1,28
2630,1942-01-28,Uruguay,Paraguay,3.0,1.0,COPA,Montevideo,Uruguay,False,1942,1,28
2632,1942-01-31,Argentina,Chile,0.0,0.0,COPA,Montevideo,Uruguay,True,1942,1,31
2633,1942-01-31,Brazil,Ecuador,5.0,1.0,COPA,Montevideo,Uruguay,True,1942,1,31
2635,1942-02-01,Uruguay,Peru,3.0,0.0,COPA,Montevideo,Uruguay,False,1942,2,1
2636,1942-02-05,Brazil,Paraguay,1.0,1.0,COPA,Montevideo,Uruguay,True,1942,2,5
2637,1942-02-05,Chile,Ecuador,2.0,1.0,COPA,Montevideo,Uruguay,True,1942,2,5
2638,1942-02-07,Chile,Peru,0.0,0.0,COPA,Montevideo,Uruguay,True,1942,2,7
2639,1942-02-07,Uruguay,Argentina,1.0,0.0,COPA,Montevideo,Uruguay,False,1942,2,7
2738,1945-01-14,Chile,Ecuador,6.0,3.0,COPA,Santiago,Chile,False,1945,1,14
2739,1945-01-18,Argentina,Bolivia,4.0,0.0,COPA,Santiago,Chile,True,1945,1,18
2740,1945-01-21,Brazil,Colombia,3.0,0.0,COPA,Santiago,Chile,True,1945,1,21
2741,1945-01-24,Chile,Bolivia,5.0,0.0,COPA,Santiago,Chile,False,1945,1,24
2742,1945-01-24,Ecuador,Uruguay,1.0,5.0,COPA,Santiago,Chile,True,1945,1,24
2743,1945-01-28,Bolivia,Brazil,0.0,2.0,COPA,Santiago,Chile,True,1945,1,28
2744,1945-01-28,Colombia,Uruguay,0.0,7.0,COPA,Santiago,Chile,True,1945,1,28
2745,1945-01-31,Argentina,Ecuador,4.0,2.0,COPA,Santiago,Chile,True,1945,1,31
2746,1945-01-31,Chile,Colombia,2.0,0.0,COPA,Santiago,Chile,False,1945,1,31
2747,1945-02-07,Argentina,Colombia,9.0,1.0,COPA,Santiago,Chile,True,1945,2,7
2748,1945-02-07,Brazil,Uruguay,3.0,0.0,COPA,Santiago,Chile,True,1945,2,7
2749,1945-02-11,Bolivia,Ecuador,0.0,0.0,COPA,Santiago,Chile,True,1945,2,11
2750,1945-02-11,Chile,Argentina,1.0,1.0,COPA,Santiago,Chile,False,1945,2,11
2751,1945-02-15,Argentina,Brazil,3.0,1.0,COPA,Santiago,Chile,True,1945,2,15
2752,1945-02-15,Bolivia,Uruguay,0.0,2.0,COPA,Santiago,Chile,True,1945,2,15
2753,1945-02-18,Chile,Uruguay,1.0,0.0,COPA,Santiago,Chile,False,1945,2,18
2754,1945-02-18,Colombia,Ecuador,3.0,1.0,COPA,Santiago,Chile,True,1945,2,18
2755,1945-02-21,Bolivia,Colombia,3.0,3.0,COPA,Santiago,Chile,True,1945,2,21
2756,1945-02-21,Brazil,Ecuador,9.0,2.0,COPA,Santiago,Chile,True,1945,2,21
2757,1945-02-25,Argentina,Uruguay,1.0,0.0,COPA,Santiago,Chile,True,1945,2,25
2758,1945-02-28,Chile,Brazil,0.0,1.0,COPA,Santiago,Chile,False,1945,2,28
2802,1946-01-12,Argentina,Paraguay,2.0,0.0,COPA,Buenos Aires,Argentina,False,1946,1,12
2803,1946-01-16,Bolivia,Brazil,0.0,3.0,COPA,Buenos Aires,Argentina,True,1946,1,16
2804,1946-01-16,Chile,Uruguay,0.0,1.0,COPA,Buenos Aires,Argentina,True,1946,1,16
2805,1946-01-19,Argentina,Bolivia,7.0,1.0,COPA,Buenos Aires,Argentina,False,1946,1,19
2806,1946-01-19,Chile,Paraguay,2.0,1.0,COPA,Buenos Aires,Argentina,True,1946,1,19
2808,1946-01-23,Brazil,Uruguay,4.0,3.0,COPA,Buenos Aires,Argentina,True,1946,1,23
2810,1946-01-26,Argentina,Chile,3.0,1.0,COPA,Buenos Aires,Argentina,False,1946,1,26
2811,1946-01-26,Bolivia,Paraguay,2.0,4.0,COPA,Buenos Aires,Argentina,True,1946,1,26
2812,1946-01-29,Bolivia,Uruguay,0.0,5.0,COPA,Avellaneda,Argentina,True,1946,1,29
2813,1946-01-29,Brazil,Paraguay,1.0,1.0,COPA,Avellaneda,Argentina,True,1946,1,29
2814,1946-02-02,Argentina,Uruguay,3.0,1.0,COPA,Buenos Aires,Argentina,False,1946,2,2
2815,1946-02-03,Brazil,Chile,5.0,1.0,COPA,Buenos Aires,Argentina,True,1946,2,3
2816,1946-02-08,Bolivia,Chile,1.0,4.0,COPA,Buenos Aires,Argentina,True,1946,2,8
2817,1946-02-08,Paraguay,Uruguay,2.0,1.0,COPA,Buenos Aires,Argentina,True,1946,2,8
2818,1946-02-10,Argentina,Brazil,2.0,0.0,COPA,Buenos Aires,Argentina,False,1946,2,10
3025,1947-11-30,Ecuador,Bolivia,2.0,2.0,COPA,Guayaquil,Ecuador,False,1947,11,30
3026,1947-12-02,Argentina,Paraguay,6.0,0.0,COPA,Guayaquil,Ecuador,True,1947,12,2
3027,1947-12-02,Colombia,Uruguay,0.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,2
3028,1947-12-04,Argentina,Bolivia,7.0,0.0,COPA,Guayaquil,Ecuador,True,1947,12,4
3029,1947-12-04,Ecuador,Colombia,0.0,0.0,COPA,Guayaquil,Ecuador,False,1947,12,4
3031,1947-12-06,Chile,Uruguay,0.0,6.0,COPA,Guayaquil,Ecuador,True,1947,12,6
3033,1947-12-06,Paraguay,Peru,2.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,6
3034,1947-12-09,Bolivia,Uruguay,0.0,3.0,COPA,Guayaquil,Ecuador,True,1947,12,9
3035,1947-12-09,Chile,Peru,2.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,9
3037,1947-12-11,Argentina,Peru,3.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,11
3038,1947-12-11,Ecuador,Chile,0.0,3.0,COPA,Guayaquil,Ecuador,False,1947,12,11
3039,1947-12-13,Bolivia,Colombia,0.0,0.0,COPA,Guayaquil,Ecuador,True,1947,12,13
3040,1947-12-13,Paraguay,Uruguay,4.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,13
3042,1947-12-16,Argentina,Chile,1.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,16
3043,1947-12-16,Ecuador,Uruguay,1.0,6.0,COPA,Guayaquil,Ecuador,False,1947,12,16
3044,1947-12-18,Argentina,Colombia,6.0,0.0,COPA,Guayaquil,Ecuador,True,1947,12,18
3045,1947-12-18,Bolivia,Paraguay,1.0,3.0,COPA,Guayaquil,Ecuador,True,1947,12,18
3046,1947-12-20,Colombia,Paraguay,0.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,20
3047,1947-12-20,Ecuador,Peru,0.0,0.0,COPA,Guayaquil,Ecuador,False,1947,12,20
3048,1947-12-23,Chile,Paraguay,0.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,23
3049,1947-12-23,Colombia,Peru,1.0,5.0,COPA,Guayaquil,Ecuador,True,1947,12,23
3050,1947-12-25,Ecuador,Argentina,0.0,2.0,COPA,Guayaquil,Ecuador,False,1947,12,25
3051,1947-12-25,Peru,Uruguay,0.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,25
3052,1947-12-27,Bolivia,Peru,0.0,2.0,COPA,Guayaquil,Ecuador,True,1947,12,27
3053,1947-12-28,Argentina,Uruguay,3.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,28
3054,1947-12-29,Chile,Colombia,4.0,1.0,COPA,Guayaquil,Ecuador,True,1947,12,29
3055,1947-12-29,Ecuador,Paraguay,0.0,4.0,COPA,Guayaquil,Ecuador,False,1947,12,29
3056,1947-12-31,Bolivia,Chile,3.0,4.0,COPA,Guayaquil,Ecuador,True,1947,12,31
3196,1949-04-03,Brazil,Ecuador,9.0,1.0,COPA,Rio de Janeiro,Brazil,False,1949,4,3
3198,1949-04-06,Bolivia,Chile,3.0,2.0,COPA,São Paulo,Brazil,True,1949,4,6
3199,1949-04-06,Colombia,Paraguay,0.0,3.0,COPA,São Paulo,Brazil,True,1949,4,6
3202,1949-04-10,Brazil,Bolivia,10.0,1.0,COPA,São Paulo,Brazil,False,1949,4,10
3203,1949-04-10,Colombia,Peru,0.0,4.0,COPA,Rio de Janeiro,Brazil,True,1949,4,10
